gid,visteam,hometeam,date,attendance,gametype
ASP194610040,ASF,ASP,1946-10-04,21291,exhibition
ASP194610050,ASF,ASP,1946-10-05,13236,exhibition
ASF194610061,ASP,ASF,1946-10-06,27462,exhibition
ASP194610062,ASF,ASP,1946-10-06,5202,exhibition
MEM194610060,BIR,MEM,1946-10-06,2900,exhibition
ASF194610070,ASP,ASF,1946-10-07,9044,exhibition
ASP194610080,ASF,ASP,1946-10-08,4100,exhibition
ASF194610100,ASP,ASF,1946-10-10,2280,exhibition
ASF194610121,ASP,ASF,1946-10-12,4000,exhibition
ASP194610122,ASF,ASP,1946-10-12,7000,exhibition
ASP194610130,ASF,ASP,1946-10-13,3500,exhibition
ASF194610140,ASP,ASF,1946-10-14,5561,exhibition
KCR194610160,ASF,KCR,1946-10-16,22577,exhibition
ASF194610170,KCR,ASF,1946-10-17,10600,exhibition
ASF194610230,KCR,ASF,1946-10-23,3500,exhibition
MEM194704170,IN9,MEM,1947-04-17,750,exhibition
NY5194704200,HOM,NY5,1947-04-20,4000,exhibition
CAG194704271,CVB,CAG,1947-04-27,3000,exhibition
CAG194704272,CVB,CAG,1947-04-27,3000,exhibition
HOM194704271,NY5,HOM,1947-04-27,6000,exhibition
HOM194704272,NY5,HOM,1947-04-27,6000,exhibition
KCM194704271,IN9,KCM,1947-04-27,7000,exhibition
KCM194704272,IN9,KCM,1947-04-27,7000,exhibition
NY6194704270,NW2,NY6,1947-04-27,6000,exhibition
KCM194704300,IN9,KCM,1947-04-30,2500,exhibition
KCM194705010,IN9,KCM,1947-05-01,2000,exhibition
PH5194705030,BLG,PH5,1947-05-03,2000,exhibition
BLG194705041,PH5,BLG,1947-05-04,6800,regular
BLG194705042,PH5,BLG,1947-05-04,6800,regular
CVB194705040,BIR,CVB,1947-05-04,6623,regular
HOM194705041,NY6,HOM,1947-05-04,8000,regular
KCM194705040,CAG,KCM,1947-05-04,16463,regular
KCM194705070,CAG,KCM,1947-05-07,1100,regular
BIR194705100,KCM,BIR,1947-05-10,7000,regular
BLG194705100,HOM,BLG,1947-05-10,1247,regular
IN9194705111,CVB,IN9,1947-05-11,7000,regular
IN9194705112,CVB,IN9,1947-05-11,7000,regular
NW2194705111,PH5,NW2,1947-05-11,12552,regular
NW2194705112,PH5,NW2,1947-05-11,12552,regular
NY5194705111,NY6,NY5,1947-05-11,10000,regular
NY5194705112,NY6,NY5,1947-05-11,10000,regular
BIR194705120,KCM,BIR,1947-05-12,1600,regular
NW2194705120,NY5,NW2,1947-05-12,1542,regular
BIR194705130,KCM,BIR,1947-05-13,3500,regular
IN9194705140,CVB,IN9,1947-05-14,1800,regular
CVB194705150,HOM,CVB,1947-05-15,1800,exhibition
MEM194705150,CAG,MEM,1947-05-15,2400,regular
BLG194705160,NY5,BLG,1947-05-16,1200,regular
BLG194705180,NY5,BLG,1947-05-18,3000,regular
CAG194705181,KCM,CAG,1947-05-18,5000,regular
CAG194705182,KCM,CAG,1947-05-18,5000,regular
CVB194705181,MEM,CVB,1947-05-18,3200,regular
CVB194705182,MEM,CVB,1947-05-18,3200,regular
IN9194705181,BIR,IN9,1947-05-18,2300,regular
IN9194705182,BIR,IN9,1947-05-18,2300,regular
NW2194705181,HOM,NW2,1947-05-18,2000,regular
BLG194705190,HOM,BLG,1947-05-19,8000,regular
IN9194705190,BIR,IN9,1947-05-19,700,regular
BLG194705200,HOM,BLG,1947-05-20,3000,regular
PH5194705200,NY5,PH5,1947-05-20,1500,regular
KCM194705210,CAG,KCM,1947-05-21,1572,regular
NW2194705210,BLG,NW2,1947-05-21,1200,regular
KCM194705220,CAG,KCM,1947-05-22,800,regular
NY6194705220,PH5,NY6,1947-05-22,1100,regular
HOM194705230,NY5,HOM,1947-05-23,2500,regular
KCM194705230,CAG,KCM,1947-05-23,1600,regular
KCM194705251,MEM,KCM,1947-05-25,6542,regular
KCM194705252,MEM,KCM,1947-05-25,6542,regular
BLG194705261,NW2,BLG,1947-05-26,5256,regular
KCM194705260,MEM,KCM,1947-05-26,500,regular
PH5194705262,NY5,PH5,1947-05-26,5256,regular
BLG194705270,NY6,BLG,1947-05-27,1900,regular
KCM194705270,MEM,KCM,1947-05-27,1000,regular
NW2194705270,PH5,NW2,1947-05-27,1663,regular
CVB194705301,CAG,CVB,1947-05-30,4000,regular
CVB194705302,CAG,CVB,1947-05-30,4000,regular
NW2194705301,HOM,NW2,1947-05-30,10000,regular
NW2194705302,HOM,NW2,1947-05-30,10000,regular
BIR194706011,CAG,BIR,1947-06-01,6000,regular
BIR194706012,CAG,BIR,1947-06-01,6000,regular
HOM194706011,NW2,HOM,1947-06-01,6000,regular
HOM194706030,NW2,HOM,1947-06-03,3500,regular
KCM194706030,CVB,KCM,1947-06-03,1500,regular
MEM194706030,IN9,MEM,1947-06-03,2502,regular
NY6194706040,BLG,NY6,1947-06-04,1124,regular
CVB194706081,BIR,CVB,1947-06-08,5000,regular
CVB194706082,BIR,CVB,1947-06-08,5000,regular
KCM194706081,IN9,KCM,1947-06-08,12262,regular
KCM194706082,IN9,KCM,1947-06-08,12262,regular
KCM194706090,IN9,KCM,1947-06-09,2459,regular
IN9194706110,KCM,IN9,1947-06-11,5300,regular
HOM194706120,BLG,HOM,1947-06-12,5500,regular
IN9194706120,KCM,IN9,1947-06-12,1500,regular
MEM194706120,CAG,MEM,1947-06-12,950,regular
NW2194706120,NY6,NW2,1947-06-12,5000,regular
CAG194706151,IN9,CAG,1947-06-15,7500,regular
CAG194706152,IN9,CAG,1947-06-15,7500,regular
NW2194706151,NY6,NW2,1947-06-15,12000,regular
NW2194706152,NY6,NW2,1947-06-15,12000,regular
PH5194706151,HOM,PH5,1947-06-15,2602,regular
PH5194706152,HOM,PH5,1947-06-15,2602,regular
CVB194706160,KCM,CVB,1947-06-16,1153,regular
NY6194706161,BLG,NY6,1947-06-16,7189,regular
PH5194706162,HOM,PH5,1947-06-16,7189,regular
NW2194706170,PH5,NW2,1947-06-17,3873,regular
BIR194706190,MEM,BIR,1947-06-19,2500,regular
CAG194706190,IN9,CAG,1947-06-19,5000,regular
MEM194706200,KCM,MEM,1947-06-20,2000,regular
CAG194706210,BIR,CAG,1947-06-21,2288,regular
CAG194706221,BIR,CAG,1947-06-22,10000,regular
CAG194706222,BIR,CAG,1947-06-22,10000,regular
CVB194706221,IN9,CVB,1947-06-22,10104,regular
CVB194706222,IN9,CVB,1947-06-22,10104,regular
NW2194706221,HOM,NW2,1947-06-22,6511,regular
NW2194706222,NY5,NW2,1947-06-22,6511,regular
CVB194706231,IN9,CVB,1947-06-23,2500,regular
CVB194706232,IN9,CVB,1947-06-23,2500,regular
NY6194706231,NW2,NY6,1947-06-23,6557,regular
PH5194706232,BLG,PH5,1947-06-23,6557,regular
CVB194706250,IN9,CVB,1947-06-25,880,regular
CVB194706260,IN9,CVB,1947-06-26,2000,regular
KCM194706260,MEM,KCM,1947-06-26,2000,regular
NW2194706260,BLG,NW2,1947-06-26,1538,regular
HOM194706270,PH5,HOM,1947-06-27,1500,regular
NW2194706270,NY6,NW2,1947-06-27,2317,regular
BLG194706292,NY6,BLG,1947-06-29,3000,regular
CAG194706291,MEM,CAG,1947-06-29,8000,regular
CAG194706292,MEM,CAG,1947-06-29,8000,regular
KCM194706291,IN9,KCM,1947-06-29,8500,regular
KCM194706292,IN9,KCM,1947-06-29,8500,regular
NY5194706291,NW2,NY5,1947-06-29,7000,regular
NY5194706292,NW2,NY5,1947-06-29,7000,regular
CAG194707010,MEM,CAG,1947-07-01,2000,regular
IN9194707010,KCM,IN9,1947-07-01,1316,regular
CAG194707020,MEM,CAG,1947-07-02,1500,regular
KCM194707020,IN9,KCM,1947-07-02,1500,regular
PH5194707020,NW2,PH5,1947-07-02,1095,regular
CAG194707030,MEM,CAG,1947-07-03,1500,regular
CVB194707030,BIR,CVB,1947-07-03,2500,regular
CAG194707041,MEM,CAG,1947-07-04,14000,regular
CAG194707042,MEM,CAG,1947-07-04,14000,regular
CVB194707041,BIR,CVB,1947-07-04,10000,regular
CVB194707042,BIR,CVB,1947-07-04,10000,regular
HOM194707041,BLG,HOM,1947-07-04,15000,regular
HOM194707042,BLG,HOM,1947-07-04,15000,regular
IN9194707041,KCM,IN9,1947-07-04,13400,regular
KCM194707042,IN9,KCM,1947-07-04,13400,regular
NW2194707041,PH5,NW2,1947-07-04,4086,regular
NW2194707042,PH5,NW2,1947-07-04,4086,regular
NY6194707040,NY5,NY6,1947-07-04,9000,regular
NW2194707061,BLG,NW2,1947-07-06,2403,regular
NW2194707062,BLG,NW2,1947-07-06,2403,regular
NY6194707061,IN9,NY6,1947-07-06,14000,exhibition
NY6194707062,KCM,NY6,1947-07-06,14000,exhibition
PH5194707070,KCM,PH5,1947-07-07,6152,exhibition
BLG194707080,IN9,BLG,1947-07-08,3000,exhibition
KCM194707081,HOM,KCM,1947-07-08,14500,exhibition
KCM194707082,HOM,KCM,1947-07-08,14500,exhibition
MEM194707080,NY5,MEM,1947-07-08,1400,exhibition
NW2194707090,BLG,NW2,1947-07-09,1057,regular
BLG194707101,IN9,BLG,1947-07-10,7500,exhibition
CVB194707100,CAG,CVB,1947-07-10,2000,regular
HOM194707102,IN9,HOM,1947-07-10,8000,exhibition
KCM194707100,BIR,KCM,1947-07-10,2505,regular
BLG194707112,CVB,BLG,1947-07-11,5000,exhibition
KCM194707110,BIR,KCM,1947-07-11,2500,regular
NY6194707111,BLG,NY6,1947-07-11,5000,regular
HOM194707120,CVB,HOM,1947-07-12,1500,exhibition
HOM194707131,NW2,HOM,1947-07-13,5000,regular
HOM194707132,CVB,HOM,1947-07-13,5000,exhibition
IN9194707130,CAG,IN9,1947-07-13,3000,regular
NY5194707131,NY6,NY5,1947-07-13,7500,regular
NY6194707132,MEM,NY6,1947-07-13,7500,exhibition
HOM194707140,MEM,HOM,1947-07-14,1000,exhibition
IN9194707140,CAG,IN9,1947-07-14,2332,regular
HOM194707150,NW2,HOM,1947-07-15,1600,regular
NW2194707160,HOM,NW2,1947-07-16,1686,regular
IN9194707170,CAG,IN9,1947-07-17,2400,regular
NW2194707170,CVB,NW2,1947-07-17,0,regular
NW2194707180,BIR,NW2,1947-07-18,2500,exhibition
NY5194707180,HOM,NY5,1947-07-18,4000,regular
BLG194707201,NW2,BLG,1947-07-20,3800,regular
BLG194707202,NW2,BLG,1947-07-20,3800,regular
HOM194707201,NY6,HOM,1947-07-20,4000,regular
HOM194707202,NY6,HOM,1947-07-20,4000,regular
NY5194707201,PH5,NY5,1947-07-20,7000,regular
PH5194707202,BIR,PH5,1947-07-20,7000,exhibition
NY5194707211,BLG,NY5,1947-07-21,4606,regular
PH5194707212,BIR,PH5,1947-07-21,4606,exhibition
NY6194707220,PH5,NY6,1947-07-22,1000,regular
NW2194707240,BLG,NW2,1947-07-24,1000,regular
CAG194707250,KCM,CAG,1947-07-25,0,regular
IN9194707260,MEM,IN9,1947-07-26,2000,regular
ASW194707270,ASE,ASW,1947-07-27,48112,allstar
NW2194707271,BLG,NW2,1947-07-27,3000,exhibition
NW2194707272,BLG,NW2,1947-07-27,3000,exhibition
NY5194707271,BIR,NY5,1947-07-27,7000,exhibition
NY6194707272,NY5,NY6,1947-07-27,7000,exhibition
NY6194707280,BIR,NY6,1947-07-28,0,exhibition
ASE194707290,ASW,ASE,1947-07-29,38402,allstar
CVB194707290,HOM,CVB,1947-07-29,2350,exhibition
MEM194707290,IN9,MEM,1947-07-29,3500,regular
CAG194707300,KCM,CAG,1947-07-30,5151,regular
MEM194707300,IN9,MEM,1947-07-30,4642,regular
NW2194707300,BIR,NW2,1947-07-30,2183,exhibition
CAG194707310,KCM,CAG,1947-07-31,2500,regular
CVB194707310,HOM,CVB,1947-07-31,1922,exhibition
CVB194708010,BIR,CVB,1947-08-01,2500,regular
KCM194708020,HOM,KCM,1947-08-02,4500,exhibition
NW2194708020,BLG,NW2,1947-08-02,2462,regular
BIR194708031,IN9,BIR,1947-08-03,10466,regular
BIR194708032,IN9,BIR,1947-08-03,10466,regular
KCM194708031,HOM,KCM,1947-08-03,5177,exhibition
KCM194708032,HOM,KCM,1947-08-03,5177,exhibition
NW2194708031,PH5,NW2,1947-08-03,2000,regular
NW2194708032,PH5,NW2,1947-08-03,2000,regular
NY6194708030,BLG,NY6,1947-08-03,7500,regular
KCM194708041,BIR,KCM,1947-08-04,20000,regular
KCM194708042,IN9,KCM,1947-08-04,20000,regular
NW2194708040,PH5,NW2,1947-08-04,0,regular
NW2194708050,NY6,NW2,1947-08-05,1700,regular
BIR194708070,IN9,BIR,1947-08-07,2000,regular
CVB194708070,MEM,CVB,1947-08-07,2000,regular
PH5194708071,NW2,PH5,1947-08-07,0,regular
PH5194708072,KCM,PH5,1947-08-07,5120,exhibition
NY6194708080,KCM,NY6,1947-08-08,7500,exhibition
CAG194708101,CVB,CAG,1947-08-10,7000,regular
CAG194708102,CVB,CAG,1947-08-10,7000,regular
HOM194708101,KCM,HOM,1947-08-10,5000,exhibition
HOM194708102,KCM,HOM,1947-08-10,5000,exhibition
NY5194708100,MEM,NY5,1947-08-10,3000,exhibition
CAG194708110,CVB,CAG,1947-08-11,1685,regular
BLG194708120,BIR,BLG,1947-08-12,2000,exhibition
NY6194708120,MEM,NY6,1947-08-12,1456,exhibition
NW2194708130,NY5,NW2,1947-08-13,1711,regular
BIR194708142,MEM,BIR,1947-08-14,7000,regular
HOM194708141,NY5,HOM,1947-08-14,7000,regular
NW2194708150,NY6,NW2,1947-08-15,6000,regular
PH5194708160,CAG,PH5,1947-08-16,1246,exhibition
KCM194708171,IN9,KCM,1947-08-17,7578,regular
KCM194708172,IN9,KCM,1947-08-17,7578,regular
NY6194708171,HOM,NY6,1947-08-17,5700,regular
NY6194708172,CAG,NY6,1947-08-17,5700,exhibition
BLG194708181,NY6,BLG,1947-08-18,5592,regular
KCM194708180,IN9,KCM,1947-08-18,4000,regular
PH5194708182,CAG,PH5,1947-08-18,5592,exhibition
BIR194708190,MEM,BIR,1947-08-19,2200,regular
BLG194708190,HOM,BLG,1947-08-19,0,regular
KCM194708190,IN9,KCM,1947-08-19,4079,regular
NY6194708191,NY5,NY6,1947-08-19,1500,regular
NY6194708192,NY5,NY6,1947-08-19,1500,regular
KCM194708200,IN9,KCM,1947-08-20,4431,regular
IN9194708210,KCM,IN9,1947-08-21,2747,regular
CVB194708220,KCM,CVB,1947-08-22,2193,regular
IN9194708230,MEM,IN9,1947-08-23,3095,regular
IN9194708241,MEM,IN9,1947-08-24,3174,regular
IN9194708242,MEM,IN9,1947-08-24,3174,regular
NY5194708241,PH5,NY5,1947-08-24,5000,regular
NY5194708242,KCM,NY5,1947-08-24,5000,exhibition
PH5194708261,KCM,PH5,1947-08-26,7926,exhibition
PH5194708262,IN9,PH5,1947-08-26,7926,exhibition
KCM194708280,MEM,KCM,1947-08-28,9000,regular
NW2194708290,HOM,NW2,1947-08-29,0,regular
NW2194708300,HOM,NW2,1947-08-30,1354,regular
BIR194708310,MEM,BIR,1947-08-31,8000,regular
BIR194708311,MEM,BIR,1947-08-31,8000,regular
BIR194708312,MEM,BIR,1947-08-31,8000,regular
CAG194708311,IN9,CAG,1947-08-31,10000,regular
CAG194708312,IN9,CAG,1947-08-31,10000,regular
HOM194708310,PH5,HOM,1947-08-31,4000,regular
NW2194708311,BLG,NW2,1947-08-31,1773,regular
NW2194708312,BLG,NW2,1947-08-31,1773,regular
NY6194708311,CVB,NY6,1947-08-31,6500,exhibition
NY6194708312,NY5,NY6,1947-08-31,6500,regular
NY6194709011,NY5,NY6,1947-09-01,5000,regular
NY6194709012,NW2,NY6,1947-09-01,5000,regular
IN9194709030,CAG,IN9,1947-09-03,1700,regular
CVB194709040,NY6,CVB,1947-09-04,1800,exhibition
BLG194709050,HOM,BLG,1947-09-05,1000,regular
CAG194709050,IN9,CAG,1947-09-05,2000,regular
CVB194709050,NY6,CVB,1947-09-05,2000,exhibition
CVB194709071,BLG,CVB,1947-09-07,4500,exhibition
CVB194709072,BLG,CVB,1947-09-07,4500,exhibition
NW2194709071,PH5,NW2,1947-09-07,1357,regular
NW2194709072,PH5,NW2,1947-09-07,1357,regular
NY6194709081,HOM,NY6,1947-09-08,5683,regular
BIR194709100,HOM,BIR,1947-09-10,2269,exhibition
BIR194709110,HOM,BIR,1947-09-11,2500,exhibition
NY6194709111,NW2,NY6,1947-09-11,4500,regular
NY6194709112,PH5,NY6,1947-09-11,4500,regular
CAG194709141,BIR,CAG,1947-09-14,5000,regular
CAG194709142,BIR,CAG,1947-09-14,5000,regular
KCM194709141,MEM,KCM,1947-09-14,3374,regular
KCM194709142,MEM,KCM,1947-09-14,3374,regular
NW2194709141,HOM,NW2,1947-09-14,4000,regular
NW2194709142,HOM,NW2,1947-09-14,4000,regular
IN9194709170,KCM,IN9,1947-09-17,2740,exhibition
NY6194709190,CVB,NY6,1947-09-19,5500,championship
KCM194709211,IN9,KCM,1947-09-21,3000,exhibition
KCM194709212,IN9,KCM,1947-09-21,3095,exhibition
NY6194709210,CVB,NY6,1947-09-21,9000,championship
IN9194709220,KCM,IN9,1947-09-22,1000,exhibition
CVB194709230,NY6,CVB,1947-09-23,3000,championship
KCM194709230,IN9,KCM,1947-09-23,2000,exhibition
IN9194709240,KCM,IN9,1947-09-24,1809,exhibition
NY6194709240,CVB,NY6,1947-09-24,1739,championship
KCM194709250,IN9,KCM,1947-09-25,2960,exhibition
NY6194709260,CVB,NY6,1947-09-26,2048,championship
CVB194709270,NY6,CVB,1947-09-27,4500,championship
KCM194709281,IN9,KCM,1947-09-28,4000,exhibition
KCM194709282,IN9,KCM,1947-09-28,4000,exhibition
IN9194709290,KCM,IN9,1947-09-29,1500,exhibition
KCM194709300,IN9,KCM,1947-09-30,1500,exhibition
BIR194710120,MEM,BIR,1947-10-12,5472,exhibition
MLS194710120,KCR,MLS,1947-10-12,2100,exhibition
ASF194710140,KCR,ASF,1947-10-14,6000,exhibition
KCR194710150,ASF,KCR,1947-10-15,14807,exhibition
ASF194710160,KCR,ASF,1947-10-16,6500,exhibition
KCR194710170,ASF,KCR,1947-10-17,7786,exhibition
ASF194710180,KCR,ASF,1947-10-18,3500,exhibition
KCR194710190,ASF,KCR,1947-10-19,12160,exhibition
KCR194710230,MLS,KCR,1947-10-23,4268,exhibition
KCR194710260,MLS,KCR,1947-10-26,7416,exhibition
KCR194711020,ASF,KCR,1947-11-02,9145,exhibition
KCM194804110,IN9,KCM,1948-04-11,3565,exhibition
MEM194804111,CVB,MEM,1948-04-11,3900,exhibition
MEM194804112,CVB,MEM,1948-04-11,3900,exhibition
BIR194804181,IN9,BIR,1948-04-18,10000,exhibition
BIR194804182,IN9,BIR,1948-04-18,10000,exhibition
BLG194804180,HOM,BLG,1948-04-18,5500,exhibition
BIR194804220,IN9,BIR,1948-04-22,2500,exhibition
KCM194804220,MEM,KCM,1948-04-22,1500,exhibition
BIR194804230,IN9,BIR,1948-04-23,6000,exhibition
HOM194804250,BLG,HOM,1948-04-25,7000,exhibition
NY6194804251,PH5,NY6,1948-04-25,5000,exhibition
NY6194804252,PH5,NY6,1948-04-25,5000,exhibition
BIR194805010,CVB,BIR,1948-05-01,8000,regular
PH5194805010,NY6,PH5,1948-05-01,0,regular
BIR194805021,CVB,BIR,1948-05-02,6117,regular
BIR194805022,CVB,BIR,1948-05-02,6117,regular
BLG194805020,NW2,BLG,1948-05-02,5000,regular
IN9194805021,CAG,IN9,1948-05-02,6500,regular
MEM194805020,KCM,MEM,1948-05-02,4600,regular
NY5194805022,PH5,NY5,1948-05-02,10500,regular
NY6194805021,HOM,NY6,1948-05-02,10500,regular
BIR194805030,CVB,BIR,1948-05-03,3000,regular
IN9194805030,CAG,IN9,1948-05-03,2000,regular
BLG194805040,NW2,BLG,1948-05-04,900,regular
BIR194805050,CVB,BIR,1948-05-05,500,regular
IN9194805050,CAG,IN9,1948-05-05,3000,regular
BLG194805060,NY6,BLG,1948-05-06,400,regular
BIR194805070,CVB,BIR,1948-05-07,1500,regular
IN9194805070,CAG,IN9,1948-05-07,1050,regular
BLG194805091,NY5,BLG,1948-05-09,0,regular
BLG194805092,NY5,BLG,1948-05-09,4000,regular
CVB194805091,BIR,CVB,1948-05-09,6000,regular
CVB194805092,BIR,CVB,1948-05-09,6000,regular
MEM194805091,IN9,MEM,1948-05-09,5200,regular
MEM194805092,IN9,MEM,1948-05-09,5200,regular
NW2194805090,HOM,NW2,1948-05-09,12214,regular
NY6194805091,PH5,NY6,1948-05-09,0,regular
NY6194805092,PH5,NY6,1948-05-09,6000,regular
CVB194805100,BIR,CVB,1948-05-10,0,regular
PH5194805100,BLG,PH5,1948-05-10,0,regular
BLG194805110,HOM,BLG,1948-05-11,0,regular
MEM194805110,IN9,MEM,1948-05-11,3000,regular
NW2194805110,PH5,NW2,1948-05-11,0,regular
NY6194805110,NY5,NY6,1948-05-11,1000,regular
HOM194805120,NY5,HOM,1948-05-12,0,regular
KCM194805120,CAG,KCM,1948-05-12,0,exhibition
BLG194805140,NY6,BLG,1948-05-14,8000,regular
BLG194805141,NY6,BLG,1948-05-14,8000,regular
MEM194805140,IN9,MEM,1948-05-14,2112,regular
PH5194805140,NW2,PH5,1948-05-14,4301,regular
PH5194805142,NW2,PH5,1948-05-14,4301,regular
BIR194805150,IN9,BIR,1948-05-15,1500,regular
PH5194805150,BLG,PH5,1948-05-15,1500,regular
BIR194805161,IN9,BIR,1948-05-16,9374,regular
BIR194805162,IN9,BIR,1948-05-16,9374,regular
CAG194805161,MEM,CAG,1948-05-16,20000,regular
CAG194805162,MEM,CAG,1948-05-16,20000,regular
KCM194805160,CVB,KCM,1948-05-16,14161,regular
BIR194805180,IN9,BIR,1948-05-18,2816,regular
BLG194805180,HOM,BLG,1948-05-18,0,regular
KCM194805180,CVB,KCM,1948-05-18,1500,regular
MEM194805180,CAG,MEM,1948-05-18,1500,regular
HOM194805190,NY6,HOM,1948-05-19,600,regular
KCM194805190,CVB,KCM,1948-05-19,0,regular
MEM194805190,CAG,MEM,1948-05-19,1886,regular
HOM194805200,NY6,HOM,1948-05-20,4000,regular
IN9194805200,BIR,IN9,1948-05-20,3370,regular
KCM194805210,CVB,KCM,1948-05-21,0,regular
NY5194805220,NW2,NY5,1948-05-22,500,regular
HOM194805231,PH5,HOM,1948-05-23,7000,regular
KCM194805231,IN9,KCM,1948-05-23,12391,regular
KCM194805232,IN9,KCM,1948-05-23,12391,regular
MEM194805231,CVB,MEM,1948-05-23,4800,regular
MEM194805232,CVB,MEM,1948-05-23,4800,regular
NY6194805231,BLG,NY6,1948-05-23,5000,regular
BIR194805240,CAG,BIR,1948-05-24,1500,regular
KCM194805240,IN9,KCM,1948-05-24,1952,regular
BIR194805250,CAG,BIR,1948-05-25,1500,regular
BLG194805250,NY6,BLG,1948-05-25,3000,regular
KCM194805250,IN9,KCM,1948-05-25,2500,regular
NY5194805251,NW2,NY5,1948-05-25,2000,regular
NY5194805252,NW2,NY5,1948-05-25,2000,regular
KCM194805260,IN9,KCM,1948-05-26,0,regular
NW2194805260,NY5,NW2,1948-05-26,2000,regular
KCM194805270,IN9,KCM,1948-05-27,0,regular
BLG194805280,HOM,BLG,1948-05-28,2000,regular
CVB194805280,CAG,CVB,1948-05-28,1700,regular
KCM194805280,IN9,KCM,1948-05-28,3513,regular
NW2194805280,NY6,NW2,1948-05-28,0,regular
NY5194805290,PH5,NY5,1948-05-29,1200,regular
BLG194805300,HOM,BLG,1948-05-30,1400,regular
CVB194805301,CAG,CVB,1948-05-30,6000,regular
CVB194805302,CAG,CVB,1948-05-30,6000,regular
KCM194805300,IN9,KCM,1948-05-30,2300,regular
MEM194805301,BIR,MEM,1948-05-30,5400,regular
MEM194805302,BIR,MEM,1948-05-30,5400,regular
NY5194805301,PH5,NY5,1948-05-30,2500,regular
NY5194805302,PH5,NY5,1948-05-30,2500,regular
BIR194805310,MEM,BIR,1948-05-31,4500,regular
HOM194805311,BLG,HOM,1948-05-31,5000,regular
HOM194805312,BLG,HOM,1948-05-31,5000,regular
KCM194805311,IN9,KCM,1948-05-31,0,regular
KCM194805312,IN9,KCM,1948-05-31,0,regular
NW2194805311,PH5,NW2,1948-05-31,0,regular
NW2194805312,PH5,NW2,1948-05-31,0,regular
IN9194806010,KCM,IN9,1948-06-01,2620,regular
IN9194806020,KCM,IN9,1948-06-02,2560,regular
BIR194806030,MEM,BIR,1948-06-03,0,regular
NW2194806030,PH5,NW2,1948-06-03,0,regular
BLG194806040,NY5,BLG,1948-06-04,1200,regular
CAG194806040,CVB,CAG,1948-06-04,1200,regular
BIR194806061,KCM,BIR,1948-06-06,7000,regular
BIR194806062,KCM,BIR,1948-06-06,7000,regular
BLG194806061,PH5,BLG,1948-06-06,0,regular
BLG194806062,PH5,BLG,1948-06-06,0,regular
CAG194806061,IN9,CAG,1948-06-06,3000,regular
CAG194806062,IN9,CAG,1948-06-06,3000,regular
CVB194806061,MEM,CVB,1948-06-06,2800,regular
CVB194806062,MEM,CVB,1948-06-06,2800,regular
NY5194806061,NW2,NY5,1948-06-06,500,regular
NY5194806062,NW2,NY5,1948-06-06,500,regular
NY6194806061,HOM,NY6,1948-06-06,6500,regular
NY6194806062,HOM,NY6,1948-06-06,6500,regular
BIR194806070,KCM,BIR,1948-06-07,4500,regular
BLG194806080,NY6,BLG,1948-06-08,1035,regular
CVB194806080,MEM,CVB,1948-06-08,1000,regular
PH5194806100,NY6,PH5,1948-06-10,0,regular
BLG194806110,PH5,BLG,1948-06-11,0,regular
CAG194806110,KCM,CAG,1948-06-11,0,regular
HOM194806110,NY5,HOM,1948-06-11,2400,regular
BLG194806131,NW2,BLG,1948-06-13,0,regular
BLG194806132,NW2,BLG,1948-06-13,0,regular
CAG194806131,BIR,CAG,1948-06-13,5900,regular
CAG194806132,BIR,CAG,1948-06-13,5900,regular
CVB194806131,KCM,CVB,1948-06-13,3000,regular
CVB194806132,KCM,CVB,1948-06-13,3000,regular
IN9194806131,MEM,IN9,1948-06-13,6500,regular
IN9194806132,MEM,IN9,1948-06-13,6500,regular
CVB194806140,KCM,CVB,1948-06-14,2300,regular
HOM194806140,NY5,HOM,1948-06-14,2000,regular
IN9194806140,MEM,IN9,1948-06-14,1700,regular
NW2194806141,NY6,NW2,1948-06-14,0,regular
PH5194806142,BLG,PH5,1948-06-14,5836,regular
BLG194806150,NW2,BLG,1948-06-15,0,regular
HOM194806170,NY5,HOM,1948-06-17,0,regular
IN9194806170,MEM,IN9,1948-06-17,1400,regular
CVB194806180,KCM,CVB,1948-06-18,3000,regular
BIR194806200,CAG,BIR,1948-06-20,6862,regular
HOM194806201,PH5,HOM,1948-06-20,2500,regular
HOM194806202,PH5,HOM,1948-06-20,2500,regular
IN9194806201,CVB,IN9,1948-06-20,5262,regular
IN9194806202,CVB,IN9,1948-06-20,5262,regular
NW2194806201,BLG,NW2,1948-06-20,2000,regular
NW2194806202,BLG,NW2,1948-06-20,2000,regular
BIR194806210,CAG,BIR,1948-06-21,2247,regular
BLG194806220,HOM,BLG,1948-06-22,1790,regular
IN9194806220,CVB,IN9,1948-06-22,3700,regular
KCM194806220,MEM,KCM,1948-06-22,1300,regular
IN9194806230,CVB,IN9,1948-06-23,2000,regular
KCM194806240,MEM,KCM,1948-06-24,1159,regular
BLG194806250,NY5,BLG,1948-06-25,0,regular
KCM194806250,MEM,KCM,1948-06-25,2215,regular
BIR194806271,IN9,BIR,1948-06-27,5349,regular
BIR194806272,IN9,BIR,1948-06-27,5349,regular
BLG194806271,NY5,BLG,1948-06-27,3000,regular
BLG194806272,NY5,BLG,1948-06-27,0,regular
HOM194806271,NY6,HOM,1948-06-27,2500,regular
HOM194806272,NY6,HOM,1948-06-27,2500,regular
KCM194806271,CVB,KCM,1948-06-27,3950,regular
